make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08,highway08,city08,comb08
Mazda,Millenia,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.3,-1,16.4805,2350,25,17,20
Mazda,Millenia,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,16.4805,2350,24,17,20
Mazda,Protege,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.6,-1,12.677307692307693,1450,30,23,26
Mazda,Protege,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.6,-1,12.207777777777778,1400,31,25,27
Mazda,Protege,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,14.330869565217393,1650,27,21,23
Mazda,Protege,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.1844,1500,28,22,25
Mercedes-Benz,C230 Kompressor,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.98227272727273,2150,26,19,22
Mercedes-Benz,C280,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.695714285714288,2250,25,19,21
Mercedes-Benz,C43 AMG,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,18.311666666666667,2600,21,16,18
Mercedes-Benz,CL500,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,5.0,-1,19.388823529411766,2750,21,15,17
Nissan,Altima,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,15.695714285714288,1800,26,18,21
Nissan,Altima,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,13.73375,1550,28,21,24
Nissan,Sentra,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.677307692307693,1450,30,23,26
Nissan,Sentra,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.677307692307693,1450,32,23,26
Nissan,Sentra,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.330869565217393,1650,27,21,23
Nissan,Sentra,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.73375,1550,28,21,24
Oldsmobile,Alero,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.330869565217393,1650,28,19,23
Oldsmobile,Alero,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.330869565217393,1650,28,19,23
Oldsmobile,Alero,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,15.695714285714288,1800,29,17,21
Plymouth,Neon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.73375,1550,28,22,24
Plymouth,Neon,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.207777777777778,1400,31,24,27
Pontiac,Grand Am,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.330869565217393,1650,28,19,23
Pontiac,Grand Am,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.330869565217393,1650,28,19,23
Pontiac,Grand Am,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,15.695714285714288,1800,29,17,21
Saturn,SL,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,12.207777777777778,1400,34,23,27
Saturn,SL,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,12.677307692307693,1450,32,22,26
Saturn,SL,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.9,-1,11.36586206896552,1300,36,25,29
Saturn,SL,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.9,-1,12.207777777777778,1400,34,23,27
Subaru,Legacy AWD,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.5,-1,15.695714285714288,1800,25,19,21
Subaru,Legacy AWD,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.5,-1,15.695714285714288,1800,25,19,21
Toyota,Camry Solara,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,14.330869565217393,1650,28,20,23
Toyota,Camry Solara,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,13.73375,1550,29,21,24
Toyota,Camry Solara,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,25,17,20
Toyota,Camry Solara,2000,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.695714285714288,1800,26,18,21
Toyota,Corolla,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.677307692307693,1450,29,24,26
Toyota,Corolla,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,11.771785714285713,1350,34,25,28
Toyota,Corolla,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.987,1250,34,27,30
Toyota,Echo,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.5,-1,10.987,1250,34,26,30
Toyota,Echo,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.5,-1,10.3003125,1150,37,29,32
Volkswagen,Golf,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,14.98227272727273,2150,26,19,22
Volkswagen,Golf,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.73375,1950,28,21,24
Volkswagen,Golf,2000,Automatic,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,11.581363636363635,1300,40,29,33
Volkswagen,Golf,2000,Manual,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,10.0575,1150,44,35,38
Volkswagen,Golf,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.98227272727273,1700,26,19,22
Volkswagen,Golf,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.73375,1550,28,21,24
Volkswagen,GTI,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,14.98227272727273,2150,26,19,22
Volkswagen,GTI,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.73375,1950,28,21,24
Volkswagen,GTI,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.98227272727273,1700,26,19,22
Volkswagen,GTI,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.73375,1550,28,21,24
Volkswagen,GTI,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.695714285714288,1800,26,18,21
Volkswagen,Jetta,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,14.98227272727273,2150,26,19,22
Volkswagen,Jetta,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.73375,1950,28,21,24
Volkswagen,Jetta,2000,Automatic,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,11.581363636363635,1300,40,29,33
Volkswagen,Jetta,2000,Manual,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,10.0575,1150,44,35,38
Volkswagen,Jetta,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.98227272727273,1700,26,19,22
Volkswagen,Jetta,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.73375,1550,28,21,24
Volkswagen,Jetta,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,17.347894736842107,1950,24,17,19
Volkswagen,Jetta,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,16.4805,1900,26,17,20
Volvo,C70 Coupe,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.3,-1,16.4805,2350,25,17,20
Volvo,C70 Coupe,2000,Manual,2WD,2000-2010,Gas,Car,5.0,2.3,-1,15.695714285714288,2250,25,18,21
Volvo,C70 Coupe,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,16.4805,2350,24,17,20
Volvo,S40 FWD,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,15.695714285714288,2250,26,19,21
Acura,3.2TL,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,16.4805,2350,27,17,20
Acura,3.5RL,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,18.311666666666667,2600,22,16,18
Audi,A6,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,18.311666666666667,2600,24,16,18
Audi,A6 quattro,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,18.311666666666667,2600,22,15,18
Audi,A6 quattro,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.7,-1,18.311666666666667,2600,22,15,18
Audi,A6 quattro,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,18.311666666666667,2600,22,15,18
Audi,A6 quattro,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,18.311666666666667,2600,22,16,18
Audi,A6 quattro,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,18.311666666666667,2600,22,15,18
Audi,A8 quattro,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,18.311666666666667,2600,22,15,18
Bentley,Arnage,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,27.4675,3900,15,11,12
Bentley,Arnage,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,6.7,-1,27.4675,3900,15,10,12
BMW,740i/740i Sport,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,18.311666666666667,2600,22,15,18
BMW,740i/740i Sport,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,20.600625,2950,19,14,16
Buick,Century,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,15.695714285714288,1800,27,18,21
Buick,Regal,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.695714285714288,1800,27,17,21
Buick,Regal,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,17.347894736842107,2500,25,16,19
Cadillac,Catera,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,18.311666666666667,2600,23,16,18
Cadillac,Eldorado,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,17.347894736842107,2500,25,15,19
Cadillac,Seville,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,17.347894736842107,2500,25,15,19
Chevrolet,Lumina/Monte Carlo,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,15.695714285714288,1800,27,18,21
Chevrolet,Lumina/Monte Carlo,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,15.695714285714288,1800,29,17,21
Chevrolet,Lumina/Monte Carlo,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.695714285714288,1800,27,17,21
Chevrolet,Malibu,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.330869565217393,1650,28,19,23
Chevrolet,Malibu,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,15.695714285714288,1800,27,18,21
Chrysler,Cirrus,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,16.4805,1900,26,17,20
Chrysler,Cirrus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,16.4805,1900,25,17,20
Chrysler,Cirrus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,17.347894736842107,1950,24,16,19
Daewoo,Leganza,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,15.695714285714288,1800,26,18,21
Daewoo,Leganza,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,15.695714285714288,1800,27,18,21
Dodge,Stratus,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.98227272727273,1700,27,19,22
Dodge,Stratus,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,16.4805,1900,26,17,20
Dodge,Stratus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,16.4805,1900,25,17,20
Dodge,Stratus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,17.347894736842107,1950,24,16,19
Honda,Accord,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.330869565217393,1650,28,20,23
Honda,Accord,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.98227272727273,1700,26,19,22
Honda,Accord,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,13.73375,1550,29,22,24
Honda,Accord,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.330869565217393,1650,27,21,23
Honda,Accord,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.695714285714288,1800,25,18,21
Hyundai,Sonata,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,15.695714285714288,1800,26,18,21
Hyundai,Sonata,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.98227272727273,1700,27,19,22
Hyundai,Sonata,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,16.4805,1900,25,18,20
Hyundai,Sonata,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.5,-1,15.695714285714288,1800,26,18,21
Infiniti,I30,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,25,17,20
Infiniti,Q45,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.1,-1,18.311666666666667,2600,21,16,18
Jaguar,Vanden Plas,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.311666666666667,2600,22,15,18
Jaguar,Vanden Plas S/C,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,20.600625,2950,20,14,16
Jaguar,S-type (X200) V6,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,17.347894736842107,2500,24,16,19
Jaguar,S-type (X200) V8,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,19.388823529411766,2750,21,15,17
Jaguar,XJ8L,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.311666666666667,2600,22,15,18
Lexus,GS 300/GS 400,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,17.347894736842107,2500,23,17,19
Lexus,GS 300/GS 400,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.311666666666667,2600,22,16,18
Lexus,LS 400,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,17.347894736842107,2500,23,16,19
Lincoln,LS,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,18.311666666666667,2600,23,16,18
Lincoln,LS,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,18.311666666666667,2600,22,15,18
Lincoln,LS,2000,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,18.311666666666667,2600,23,15,18
Lincoln,LS,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,3.9,-1,19.388823529411766,2750,22,15,17
Lincoln,LS,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,3.9,-1,19.388823529411766,2750,22,15,17
Mercury,Sable,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,26,17,20
Mercury,Sable,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,26,17,20
Mazda,626,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.98227272727273,1700,25,19,22
Mazda,626,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.1844,1500,29,23,25
Mazda,626,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,16.4805,2350,24,18,20
Mazda,626,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.5,-1,15.695714285714288,2250,25,19,21
Mercedes-Benz,E320,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,15.695714285714288,2250,27,18,21
Mercedes-Benz,E320 4Matic,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,15.695714285714288,2250,25,18,21
Mercedes-Benz,E430,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,18.311666666666667,2600,22,16,18
Mercedes-Benz,E430 4Matic,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,18.311666666666667,2600,21,16,18
Mercedes-Benz,E55 AMG,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,5.5,-1,19.388823529411766,2750,21,15,17
Mitsubishi,Diamante,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,18.311666666666667,2600,23,16,18
Mitsubishi,Galant,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,15.695714285714288,1800,26,19,21
Mitsubishi,Galant,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,2350,25,17,20
Nissan,Maxima,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,26,18,20
Nissan,Maxima,2000,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.695714285714288,1800,25,19,21
Oldsmobile,Intrigue,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,16.4805,1900,26,17,20
Plymouth,Breeze,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.98227272727273,1700,27,19,22
Plymouth,Breeze,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.207777777777778,1400,34,23,27
Plymouth,Breeze,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,16.4805,1900,26,17,20
Pontiac,Grand Prix,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,15.695714285714288,1800,27,18,21
Pontiac,Grand Prix,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.695714285714288,1800,27,17,21
Pontiac,Grand Prix,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,17.347894736842107,2500,25,16,19
Saab,9-3,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,16.4805,2350,24,17,20
Saab,9-3,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,16.4805,1900,23,18,20
Saab,9-3,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.98227272727273,1700,27,19,22
Saab,9-3,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.98227272727273,2150,27,19,22
Saab,9-3 Viggen,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,15.695714285714288,2250,27,18,21
Saab,9-5,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,16.4805,1900,25,17,20
Saab,9-5,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,17.347894736842107,2500,22,16,19
Saab,9-5,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,15.695714285714288,1800,27,18,21
Saab,9-5,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,16.4805,2350,25,18,20
Saab,9-5,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,17.347894736842107,2500,24,16,19
Saturn,LS,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,14.330869565217393,1650,29,20,23
Saturn,LS,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,13.73375,1550,30,21,24
Saturn,LS,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,24,18,20
Toyota,Camry,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,14.330869565217393,1650,28,20,23
Toyota,Camry,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,13.73375,1550,29,21,24
Toyota,Camry,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,25,17,20
Toyota,Camry,2000,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.695714285714288,1800,26,18,21
Volkswagen,Passat,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,15.695714285714288,2250,27,18,21
Volkswagen,Passat,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.73375,1950,29,21,24
Volkswagen,Passat,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,17.347894736842107,2500,24,16,19
Volkswagen,Passat,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.695714285714288,2250,26,18,21
Volkswagen,Passat 4motion,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,18.311666666666667,2600,22,15,18
Volvo,S70,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.3,-1,16.4805,2350,25,17,20
Volvo,S70,2000,Manual,2WD,2000-2010,Gas,Car,5.0,2.3,-1,15.695714285714288,2250,25,18,21
Volvo,S70,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,16.4805,2350,24,17,20
Volvo,S70,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,15.695714285714288,2250,26,18,21
Volvo,S70,2000,Manual,2WD,2000-2010,Gas,Car,5.0,2.4,-1,14.98227272727273,2150,26,19,22
Volvo,S70 AWD,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,17.347894736842107,2500,23,16,19
Volvo,S80,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,18.311666666666667,2600,23,16,18
Volvo,S80,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.9,-1,17.347894736842107,2500,24,16,19
Audi,A8 L,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,18.311666666666667,2600,22,15,18
BMW,740il/740il Protection,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,18.311666666666667,2600,22,15,18
BMW,750il/750il Protection,2000,Automatic,2WD,2000-2010,Gas,Car,12.0,5.4,-1,23.543571428571425,3350,18,12,14
Buick,LeSabre,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,16.4805,1900,27,17,20
Buick,Park Avenue,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,16.4805,1900,27,17,20
Buick,Park Avenue,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,17.347894736842107,2500,25,16,19
Cadillac,DeVille,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,17.347894736842107,2500,25,15,19
Chevrolet,Impala,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,15.695714285714288,1800,29,17,21
Chevrolet,Impala,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.695714285714288,1800,27,17,21
Chevrolet,Impala,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.695714285714288,1800,27,17,21
Chrysler,300 M,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,17.347894736842107,1950,24,16,19
Chrysler,Concorde,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,15.695714285714288,1800,27,18,21
Chrysler,Concorde,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,16.4805,1900,25,17,20
Chrysler,LHS,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,17.347894736842107,1950,24,16,19
Dodge,Intrepid,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,15.695714285714288,1800,27,18,21
Dodge,Intrepid,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,15.695714285714288,1800,27,18,21
Dodge,Intrepid,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,16.4805,1900,25,17,20
Dodge,Intrepid,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,17.347894736842107,1950,24,16,19
Ford,Crown Victoria,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,18.311666666666667,2100,23,16,18
Ford,Taurus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,26,17,20
Ford,Taurus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.4805,1900,26,17,20
Lincoln,Continental,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,18.311666666666667,2600,23,15,18
Mercury,Grand Marquis,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,18.311666666666667,2100,23,16,18
Lincoln,Town Car,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,18.311666666666667,2100,23,16,18
Mercedes-Benz,S430,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,18.311666666666667,2600,22,15,18
Mercedes-Benz,S500,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,5.0,-1,19.388823529411766,2750,21,15,17
Pontiac,Bonneville,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,16.4805,1900,27,17,20
Pontiac,Bonneville,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,17.347894736842107,2500,25,16,19
Toyota,Avalon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.98227272727273,1700,27,19,22
Audi,A4 Avant,2000,Automatic,2WD,2000-2010,Gas,Wagon,6.0,2.8,-1,17.347894736842107,2500,24,16,19
Audi,A4 Avant quattro,2000,Automatic,2WD,2000-2010,Gas,Wagon,4.0,1.8,-1,16.4805,2350,26,17,20
Audi,A4 Avant quattro,2000,Manual,2WD,2000-2010,Gas,Wagon,4.0,1.8,-1,14.98227272727273,2150,26,19,22
Audi,A4 Avant quattro,2000,Automatic,2WD,2000-2010,Gas,Wagon,6.0,2.8,-1,18.311666666666667,2600,22,15,18
Audi,A4 Avant quattro,2000,Manual,2WD,2000-2010,Gas,Wagon,6.0,2.8,-1,17.347894736842107,2500,23,16,19
BMW,323i Touring,2000,Automatic,2WD,2000-2010,Gas,Wagon,6.0,2.5,-1,17.347894736842107,2500,25,17,19
BMW,323i Touring,2000,Manual,2WD,2000-2010,Gas,Wagon,6.0,2.5,-1,15.695714285714288,2250,26,18,21
BMW,528i Sport Wagon,2000,Automatic,2WD,2000-2010,Gas,Wagon,6.0,2.8,-1,17.347894736842107,2500,24,16,19
BMW,528i Sport Wagon,2000,Automatic,2WD,2000-2010,Gas,Wagon,6.0,2.8,-1,17.347894736842107,2500,24,16,19
BMW,528i Sport Wagon,2000,Manual,2WD,2000-2010,Gas,Wagon,6.0,2.8,-1,17.347894736842107,2500,24,16,19
BMW,540i Sport Wagon,2000,Automatic,2WD,2000-2010,Gas,Wagon,8.0,4.4,-1,20.600625,2950,19,14,16
Daewoo,Nubira Station Wagon,2000,Automatic,2WD,2000-2010,Gas,Wagon,4.0,2.0,-1,14.98227272727273,1700,28,19,22
Daewoo,Nubira Station Wagon,2000,Manual,2WD,2000-2010,Gas,Wagon,4.0,2.0,-1,14.330869565217393,1650,28,20,23
Hyundai,Elantra Wagon,2000,Automatic,2WD,2000-2010,Gas,Wagon,4.0,2.0,-1,14.98227272727273,1700,27,19,22
Hyundai,Elantra Wagon,2000,Manual,2WD,2000-2010,Gas,Wagon,4.0,2.0,-1,13.73375,1550,29,21,24
Saturn,SW,2000,Automatic,2WD,2000-2010,Gas,Wagon,4.0,1.9,-1,12.207777777777778,1400,33,23,27
Saturn,SW,2000,Automatic,2WD,2000-2010,Gas,Wagon,4.0,1.9,-1,12.677307692307693,1450,32,22,26
Saturn,SW,2000,Manual,2WD,2000-2010,Gas,Wagon,4.0,1.9,-1,12.207777777777778,1400,34,23,27
Suzuki,Esteem Wagon,2000,Automatic,2WD,2000-2010,Gas,Wagon,4.0,1.6,-1,12.677307692307693,1450,30,23,26
